Customer ID,Date,Time,First Name,Last Name,Gender,Gmail Address,Phone Number,Country,Contact Later,Fruits,Apple,Banana,Orange,Grapes,Strawberry,Pineapple,Mango,Blueberry,Peach,Cherry,Total,state_address,street,Zip_Code
392,2022-09-13,19:25:17,Lisa,King,Female,angela08@example.net,386-612-31387,Maldives,YES,Banana,1.4,2.6,2.4,1.3,1.2,2.2,2.4,1.9,2.5,2.6,2.6,Connecticut, 045 Rodriguez Estates Apt. 608, 01329
271,2022-09-18,11:08:51,Mary,Jones,Female,brownlisa@example.net,326-115-30488,Libyan Arab Jamahiriya,YES,"Apple,Grapes",2.0,2.3,2.1,1.2,2.7,1.3,2.5,1.5,2.6,1.4,3.2,Wisconsin, , 84635
41,2022-09-30,18:08:53,Nancy,Rodriguez,Male,wreed@example.net,301-218-36399,Bermuda,YES,"Orange,Grapes,Cherry",1.9,1.8,2.0,2.2,2.1,1.8,1.7,1.5,1.7,1.4,5.6,Kentucky, , 44077
23,2022-10-08,00:58:19,David,Baker,Female,hbeasley@example.org,000-818-04847,Barbados,YES,"Pineapple,Mango",1.3,1.3,2.0,1.7,1.8,2.1,1.5,1.7,2.4,1.4,3.6,Mississippi, 906 Williams Roads, 26901
35,2022-10-16,23:04:43,Paul,Campbell,Male,juanandrews@example.org,934-296-21722,Bhutan,YES,"Peach,Apple,Banana,Cherry",2.4,2.2,1.7,2.3,1.5,1.8,1.3,1.7,2.5,2.0,9.1,Indiana, 156 Nancy Spring, 64625
119,2022-10-19,05:32:19,Elizabeth,Adams,Female,sheila56@example.com,919-030-77393,Namibia,YES,"Apple,Mango,Orange",2.5,2.3,2.7,2.4,2.3,1.4,1.9,2.3,1.9,1.8,7.1000000000000005,Nebraska, 974 Christopher Roads, 
236,2022-10-28,06:34:27,Edward,Miller,Female,nhammond@example.org,288-816-00368,Zambia,YES,"Banana,Orange,Blueberry",2.0,2.5,1.5,1.2,2.0,1.9,1.7,1.9,1.8,1.2,5.9,Oregon, , 46949
153,2022-11-07,15:59:03,Kevin,Parker,Male,gonzalezeileen@example.org,060-794-22650,Qatar,YES,Strawberry,2.3,2.3,1.8,2.1,2.2,2.2,2.4,1.5,1.6,2.5,2.2,Arkansas, , 
132,2022-11-15,09:27:58,Nancy,Miller,Female,heatherrhodes@example.net,073-063-85615,Samoa,YES,"Pineapple,Orange,Strawberry",2.1,2.6,1.9,2.1,1.2,2.4,1.9,2.2,2.0,1.2,5.5,North Carolina, , 70263
305,2022-11-16,04:49:10,Paul,Jackson,Female,michaelwilliams@example.net,959-017-31214,Seychelles,YES,"Grapes,Cherry,Strawberry,Pineapple,Peach",2.7,2.2,1.7,1.5,2.3,2.2,2.1,2.7,2.4,1.7,10.1,Kentucky, 6589 Gail Cove Suite 159, 31089
48,2022-11-17,04:24:43,Michael,White,Male,zsims@example.org,079-150-22825,New Zealand,YES,Orange,2.4,2.3,1.6,2.0,2.4,1.8,2.1,2.2,1.5,1.8,1.6,Florida, 0470 Garcia Rest Apt. 535, 56414
12,2022-11-20,21:51:01,Mary,Edwards,Male,amanda87@example.com,448-251-86980,Ghana,YES,"Cherry,Strawberry,Grapes,Blueberry",1.8,2.7,2.6,2.2,1.6,2.0,2.2,1.2,1.5,2.1,7.1000000000000005,Wisconsin, 0969 Clark Shore, 
239,2022-11-22,01:54:09,Emily,Roberts,Male,daniel48@example.com,545-156-72181,Zambia,YES,"Peach,Cherry,Orange",2.0,1.2,2.1,2.1,2.5,2.0,1.4,1.4,2.7,1.3,6.1,Nevada, 66925 Geoffrey Lodge Apt. 752, 27070
438,2022-12-01,21:43:14,Sarah,Phillips,Female,qreeves@example.com,377-137-56929,Mexico,YES,Blueberry,1.2,1.8,1.3,1.6,1.5,2.5,2.2,1.8,1.8,2.5,1.8,Washington, , 99764
376,2022-12-02,10:06:15,Michael,Hall,Female,ysellers@example.net,451-324-49341,Vanuatu,YES,"Blueberry,Apple,Orange",1.4,1.9,2.0,2.1,1.4,2.7,1.5,1.8,2.5,1.3,5.2,Montana, 327 Erica Union Apt. 319, 
358,2022-12-04,15:09:49,Kimberly,Jones,Female,williamreeves@example.com,920-053-09843,Iraq,YES,"Cherry,Mango,Pineapple,Orange,Strawberry",2.3,1.9,1.6,2.0,2.1,2.5,2.4,2.3,1.3,1.3,9.9,Illinois, 2699 Derek Passage Suite 274, 74986
188,2022-12-08,08:36:46,Steven,Green,Male,scott21@example.net,236-380-00086,Fiji,YES,"Cherry,Orange",1.4,1.7,1.5,1.4,1.7,1.2,2.5,1.3,2.0,1.5,3.0,Kansas, 561 Autumn Extension, 
214,2023-01-04,03:50:33,Melissa,Turner,Male,jsoto@example.net,123-908-81700,Sierra Leone,YES,Blueberry,2.2,2.4,2.5,2.1,1.8,1.9,1.4,2.0,2.2,1.7,2.0,Oklahoma, 655 William Inlet Suite 670, 72966
357,2023-01-30,19:25:04,Andrew,Turner,Female,tammyjones@example.net,648-898-96192,Sri Lanka,YES,Strawberry,2.6,2.5,2.0,2.4,2.6,1.7,2.6,1.8,1.7,1.5,2.6,Oklahoma, 5701 Taylor Parks Apt. 588, 
493,2023-01-30,23:37:41,Christopher,Taylor,Female,smithvicki@example.net,448-782-71835,Panama,YES,"Cherry,Apple",1.5,2.6,1.4,2.5,1.7,1.6,1.5,2.1,1.4,1.8,3.3,Tennessee, 360 Cassandra Haven Apt. 818, 32750
312,2023-01-31,08:23:09,Sarah,White,Male,ppaul@example.net,592-852-04078,Haiti,YES,"Blueberry,Peach,Pineapple,Cherry,Strawberry",1.6,2.6,1.5,2.6,2.2,2.2,1.9,1.3,1.8,2.6,10.1,Oregon, 56110 Johnson Springs, 59085
390,2023-02-05,13:40:15,Richard,Perez,Female,gordonliu@example.com,177-857-86323,Moldova,YES,"Pineapple,Grapes,Mango",1.7,2.4,1.9,2.2,1.8,1.9,1.8,1.7,1.3,2.5,5.9,Oklahoma, 131 Arnold Orchard Suite 768, 76985
491,2023-02-06,06:08:49,Nancy,Perez,Female,howardlara@example.com,238-951-11099,Qatar,YES,Pineapple,1.2,2.0,2.2,2.1,2.3,1.6,2.3,2.5,2.5,2.2,1.6,Delaware, , 44663
450,2023-03-06,12:37:53,Dorothy,Miller,Male,obaker@example.com,304-654-58144,Svalbard & Jan Mayen Islands,YES,"Strawberry,Blueberry,Orange",1.4,2.3,1.3,1.5,2.2,2.6,1.7,2.2,2.6,1.6,5.7,Georgia, , 78933
137,2023-03-09,16:58:52,Donald,Robinson,Male,kirkoconnor@example.net,835-142-08929,Suriname,YES,"Banana,Cherry,Apple,Peach",1.7,2.5,2.6,2.4,2.2,2.4,2.5,1.8,1.5,1.4,7.1,Colorado, 82605 Garza Station Suite 189, 
179,2023-03-10,22:16:59,Joshua,Rodriguez,Female,scotthaynes@example.org,566-496-61179,Lao People's Democratic Republic,YES,Banana,2.1,2.3,1.7,1.7,1.3,2.2,2.6,1.6,1.9,1.4,2.3,Wyoming, 4620 Shannon Avenue Apt. 836, 96900
187,2023-03-11,16:08:30,Donna,Hernandez,Male,gregory42@example.net,104-504-38130,Serbia,YES,"Peach,Mango,Banana,Pineapple",1.6,2.1,1.8,2.2,2.1,1.5,2.4,1.9,1.7,2.3,7.699999999999999,South Dakota, 52812 Luna Greens, 36018
248,2023-03-24,11:23:05,Paul,Lewis,Female,wwilson@example.net,225-914-25342,Benin,YES,"Strawberry,Apple,Cherry,Grapes,Orange",1.9,2.6,1.4,1.2,2.3,2.6,2.1,1.4,1.6,1.8,8.6,Florida, , 
45,2023-03-31,02:59:00,Daniel,Smith,Male,pearsonlisa@example.org,644-172-99471,South Georgia and the South Sandwich Islands,YES,"Pineapple,Grapes",2.4,1.3,1.8,2.4,2.2,2.1,2.3,2.5,1.9,1.2,4.5,Pennsylvania, 312 Ray Circle, 72411
216,2023-04-15,23:29:07,Christopher,Roberts,Male,howardjoseph@example.net,758-876-53502,Antarctica (the territory South of 60 deg S),YES,"Orange,Peach,Apple,Strawberry",2.3,2.7,1.2,2.6,1.7,1.6,2.1,2.0,2.2,1.7,7.4,Oklahoma, 097 Linda Loop Suite 034, 36244
466,2023-04-19,09:12:09,Kimberly,Anderson,Male,wdavis@example.net,471-977-19489,Cote d'Ivoire,YES,"Apple,Banana,Cherry",1.7,1.7,1.4,1.9,2.6,2.0,1.4,1.5,1.8,1.6,5.0,Vermont, 7652 Glenn Street Apt. 925, 
1,2023-04-25,16:35:06,Christopher,Turner,Male,rpayne@example.net,579-830-76270,Iceland,YES,"Apple,Banana,Pineapple",2.1,1.7,2.0,2.3,2.4,2.3,2.4,2.2,1.4,2.4,6.1,Texas, 8184 Soto Trail Suite 117, 58052
199,2023-05-01,01:44:10,Jennifer,King,Female,kristinafleming@example.org,658-083-76045,Cape Verde,YES,"Apple,Blueberry,Strawberry",2.7,1.5,2.7,1.8,2.3,2.2,2.0,2.2,2.3,1.6,7.2,Delaware, 6892 Phyllis Underpass, 
105,2023-05-15,20:48:32,Linda,Wright,Female,smathis@example.com,195-743-20465,Sudan,YES,"Apple,Blueberry,Orange",2.5,1.7,2.0,2.1,2.1,2.7,2.0,1.7,2.3,1.8,6.2,South Carolina, 341 Nichole Alley, 
426,2023-05-15,22:35:20,Charles,Lopez,Female,ericpatterson@example.net,428-173-81624,Thailand,YES,"Pineapple,Banana,Grapes,Cherry",2.5,2.1,1.3,2.1,1.7,2.5,1.9,1.6,1.9,1.5,8.2,Kentucky, , 91174
67,2023-05-18,10:22:18,Michael,Hall,Male,coryhughes@example.net,356-556-60872,Puerto Rico,YES,"Orange,Apple",2.6,1.4,2.3,1.5,1.5,1.4,1.4,2.4,1.2,1.4,4.9,North Dakota, 3519 Crystal Mill Apt. 014, 35421
84,2023-05-26,06:36:58,Elizabeth,Miller,Male,hharrington@example.net,811-405-88646,Sudan,YES,Apple,2.1,1.8,2.2,1.2,1.4,2.3,1.5,1.6,1.8,2.6,2.1,North Carolina, , 71744
36,2023-06-03,15:11:43,Robert,Anderson,Female,denniscordova@example.com,720-753-78700,Rwanda,YES,"Strawberry,Grapes",1.8,2.5,1.3,1.4,2.0,2.4,1.9,2.7,2.2,2.7,3.4,New Mexico, , 27004
372,2023-06-03,17:30:42,Joshua,Johnson,Female,rodriguezchristopher@example.com,001-779-51897,Djibouti,YES,"Strawberry,Mango",1.8,2.0,2.7,1.4,1.7,2.0,2.5,2.1,2.0,2.1,4.2,Florida, 86200 Lewis Mall, 
57,2023-06-08,03:04:57,Mary,Edwards,Male,tdavis@example.net,074-382-91509,Saint Vincent and the Grenadines,YES,"Pineapple,Orange",1.7,2.3,2.1,1.3,1.5,2.6,1.4,2.1,1.9,1.9,4.7,Kansas, , 
304,2023-06-24,16:50:10,Joseph,Adams,Female,kristina84@example.org,664-943-30452,Kenya,YES,"Grapes,Mango,Orange,Peach",1.7,2.1,1.4,1.8,1.9,1.2,2.5,2.4,2.0,2.7,7.699999999999999,Hawaii, 515 Fields Roads Apt. 192, 
410,2023-06-28,19:20:08,Nancy,Turner,Male,buchananmichael@example.net,492-041-18758,Guadeloupe,YES,"Grapes,Pineapple,Strawberry",1.8,2.5,1.2,2.4,1.9,2.0,2.0,2.1,2.4,2.4,6.300000000000001,Massachusetts, 9649 Christopher Isle Apt. 663, 17882
459,2023-06-30,19:48:13,Jennifer,Edwards,Female,millershelly@example.net,712-602-30391,Slovenia,YES,"Strawberry,Grapes",1.7,2.7,1.8,1.2,2.4,1.4,1.4,1.6,1.6,1.6,3.6,Tennessee, , 28844
235,2023-07-20,18:29:12,Linda,King,Female,richardalexander@example.org,225-202-05292,Uruguay,YES,"Pineapple,Banana,Peach,Cherry",1.3,1.6,2.0,1.9,2.4,2.7,1.5,2.3,1.3,2.0,7.6,New Jersey, 27465 Christopher Mills Suite 121, 72494
384,2023-08-05,01:16:05,Brian,Wilson,Male,kimberlyhall@example.org,628-219-35252,El Salvador,YES,"Strawberry,Peach,Pineapple,Cherry",2.0,1.6,2.5,2.2,2.5,2.5,1.6,1.8,2.0,2.2,9.2,North Dakota, 588 Cross Mills Suite 791, 64504
289,2023-08-15,00:07:26,Steven,Collins,Male,wolfjesse@example.org,890-489-84321,Azerbaijan,YES,"Pineapple,Mango,Apple,Cherry",2.4,1.4,2.0,2.6,1.7,1.9,2.3,2.1,1.3,2.4,9.0,New Mexico, 552 Smith Mountain, 58088
28,2023-08-28,06:14:43,George,Lewis,Male,pellis@example.org,854-492-79469,Kazakhstan,YES,"Apple,Mango,Strawberry,Peach",1.2,1.4,1.4,2.6,1.8,2.0,2.3,1.8,2.5,1.9,7.8,Utah, , 80993
349,2023-08-31,01:46:42,Robert,Mitchell,Female,kirkbrian@example.net,773-235-04010,Indonesia,YES,"Pineapple,Strawberry,Orange",1.9,2.4,2.6,1.3,2.0,1.4,1.4,2.4,2.2,2.7,6.0,New York, , 08043
4,2023-09-02,20:31:51,Barbara,Young,Female,shawn89@example.net,968-667-32593,Moldova,YES,"Banana,Cherry,Mango,Pineapple",1.8,2.7,2.4,2.5,1.5,2.6,2.3,1.6,2.7,1.4,9.0,Nevada, 8491 Stone Lakes, 51243
177,2023-09-13,15:31:40,Mark,Roberts,Male,stephen01@example.com,830-392-90355,Paraguay,YES,"Blueberry,Mango,Peach,Grapes,Banana",2.2,2.6,2.4,1.6,1.5,2.3,1.9,1.3,2.2,2.3,9.6,Washington, , 96306
203,2023-09-14,04:21:47,Dorothy,Parker,Female,tdixon@example.net,493-936-90152,Northern Mariana Islands,YES,"Cherry,Apple",1.2,1.2,2.3,1.9,2.5,2.6,2.4,1.5,2.4,2.6,3.8,Arkansas, 4838 Andrea Estates Apt. 392, 86312
141,2023-09-23,07:54:07,Brian,Rodriguez,Female,odavis@example.org,447-560-62350,Greece,YES,"Banana,Strawberry",1.9,1.4,2.4,1.4,1.6,2.3,1.8,1.4,2.6,2.2,3.0,North Dakota, 5006 Jared Park Suite 624, 73164
310,2023-09-25,18:41:53,William,Baker,Male,hutchinsonjennifer@example.org,006-382-80705,Saint Pierre and Miquelon,YES,"Apple,Cherry",2.3,2.5,1.8,1.6,1.3,2.4,1.3,1.9,1.6,1.3,3.6,Nebraska, 34607 Thomas Plaza Suite 753, 76724
32,2023-09-29,14:16:36,Susan,Perez,Female,larryhicks@example.org,758-603-99795,Venezuela,YES,"Banana,Blueberry,Mango",2.1,2.1,2.6,1.7,2.7,1.4,1.5,2.1,1.2,1.9,5.7,Missouri, , 03018
290,2023-09-29,15:27:29,Joshua,Lopez,Male,kimknight@example.net,357-653-52880,Gambia,YES,"Banana,Cherry,Apple",2.3,1.9,2.0,2.7,2.4,1.6,2.5,2.2,2.7,2.5,6.7,Michigan, , 
96,2023-10-06,05:40:29,Christopher,Parker,Male,martin99@example.org,741-306-09144,Holy See (Vatican City State),YES,"Mango,Cherry,Strawberry,Apple",2.4,2.5,2.3,1.9,2.4,2.7,2.3,1.7,2.1,1.6,8.7,New Mexico, , 
149,2023-10-07,21:36:08,John,Lewis,Female,meghanjacobs@example.com,840-819-76534,Colombia,YES,"Orange,Strawberry,Banana,Pineapple,Apple",2.0,2.1,2.3,2.6,1.9,2.4,1.8,2.4,1.6,1.3,10.7,North Dakota, , 61767
483,2023-10-09,07:24:37,Linda,Phillips,Male,enoble@example.org,772-841-88838,Bolivia,YES,"Mango,Orange",2.4,2.0,2.6,2.6,2.6,2.5,1.5,1.8,1.8,2.6,4.1,New Jersey, , 37516
5,2023-10-27,23:31:40,Elizabeth,Jackson,Male,caroline66@example.net,666-914-70647,Aruba,YES,"Strawberry,Banana,Apple,Peach,Cherry",1.8,1.2,1.5,1.2,1.6,2.1,1.9,2.3,2.1,2.1,8.799999999999999,Ohio, 9506 Charles Via Suite 840, 
253,2023-10-30,15:18:37,Jessica,Campbell,Male,greenemelissa@example.net,654-920-86123,Netherlands,YES,"Grapes,Blueberry,Orange",2.1,1.9,1.3,1.6,1.8,1.6,2.2,1.5,1.9,2.0,4.4,Connecticut, 954 Campbell Manors Apt. 478, 
383,2023-11-23,05:11:23,Margaret,Carter,Female,obrown@example.org,958-165-79498,Somalia,YES,"Banana,Mango,Apple",2.4,1.8,1.4,2.5,2.0,1.8,1.3,2.0,2.6,1.8,5.5,Missouri, 6338 Jefferson Lodge, 20089
111,2023-11-28,22:08:11,Donna,Wright,Male,thomasmann@example.com,626-131-06523,Palestinian Territory,YES,"Orange,Cherry,Banana,Grapes",1.4,2.5,1.8,2.6,2.1,2.5,1.7,1.3,2.2,1.5,8.4,West Virginia, 270 Taylor Wall Suite 680, 69598
168,2023-12-05,06:41:43,Paul,Harris,Male,vcole@example.com,414-089-42348,Mozambique,YES,"Peach,Apple,Grapes,Strawberry,Blueberry",1.4,2.0,2.0,2.4,2.1,1.7,2.6,1.2,1.9,2.4,8.999999999999998,New Mexico, 9453 Conley Ports Apt. 905, 62701
396,2023-12-05,09:12:44,Nancy,Young,Male,aaronmoreno@example.org,624-931-67920,Comoros,YES,"Pineapple,Cherry",1.8,1.3,1.3,2.1,2.6,2.4,1.9,1.5,1.9,2.1,4.5,Louisiana, 3226 Evan Prairie Apt. 734, 62580
143,2023-12-10,15:54:35,James,Young,Male,briggs@example.com,648-647-81473,Monaco,YES,"Blueberry,Banana,Strawberry,Apple,Peach",1.4,2.7,1.4,1.8,1.4,1.5,1.3,2.0,2.3,2.7,9.8,Nebraska, 714 William Drives Suite 212, 43371
498,2023-12-23,20:29:47,Linda,Jackson,Female,jonathan11@example.org,869-943-27260,Netherlands Antilles,YES,"Cherry,Peach,Apple,Pineapple",1.4,1.3,2.0,1.8,1.4,2.2,2.2,2.1,2.7,2.0,8.3,Virginia, 069 Lauren Ways, 44018
451,2023-12-27,06:14:02,Kevin,Lopez,Female,christopher56@example.net,609-305-70858,Seychelles,YES,"Mango,Strawberry,Orange,Grapes,Banana",1.6,1.4,2.4,1.6,1.4,2.6,2.7,1.2,2.0,1.6,9.5,Florida, , 13825
171,2023-12-27,10:35:30,Carol,White,Male,kentconrad@example.org,037-164-13694,Antigua and Barbuda,YES,"Apple,Mango,Orange",1.2,2.0,2.1,1.3,2.4,1.9,1.7,2.2,1.3,2.3,5.0,New York, , 80229
17,2023-12-27,14:25:48,Michael,Garcia,Male,michaelcook@example.net,399-158-74737,Palestinian Territory,YES,Banana,1.5,2.4,2.1,1.5,2.3,2.7,2.2,1.9,2.6,1.9,2.4,North Carolina, , 16937
382,2024-01-06,04:14:06,Melissa,Adams,Male,hmcdowell@example.com,443-375-35685,Sierra Leone,YES,"Pineapple,Strawberry",1.5,1.3,1.5,1.6,2.6,1.4,2.6,2.2,2.4,1.7,4.0,Rhode Island, 60017 Santana Ports, 99353
15,2024-01-26,12:49:04,Thomas,White,Female,todddavis@example.com,137-303-23277,Norway,YES,"Banana,Orange",2.3,2.3,2.1,1.9,2.5,2.6,1.4,2.4,2.2,2.6,4.4,Washington, 95012 Tracie Extensions, 37374
387,2024-01-28,04:44:06,Susan,Williams,Female,tateteresa@example.com,361-580-11209,Uruguay,YES,"Apple,Mango,Grapes",1.8,2.1,1.4,2.2,1.3,2.7,1.7,1.9,1.6,1.5,5.7,New Mexico, , 14103
226,2024-02-04,13:49:45,William,Davis,Male,xwalker@example.com,102-237-32111,Aruba,YES,"Pineapple,Blueberry,Cherry,Strawberry,Orange",2.4,1.7,2.3,1.2,1.7,1.7,1.4,1.8,2.6,1.9,9.4,Pennsylvania, 9859 Myers View Apt. 156, 
472,2024-02-07,23:09:25,James,King,Male,phanna@example.com,061-052-45363,Monaco,YES,"Cherry,Strawberry",2.7,1.9,1.9,2.5,2.5,1.5,2.0,2.2,1.3,2.5,5.0,New Jersey, 5967 Cobb Island, 
427,2024-02-16,01:32:04,Matthew,Robinson,Male,marquezlauren@example.com,896-861-42585,Norfolk Island,YES,Peach,1.4,1.8,1.6,1.3,2.3,2.3,1.7,2.6,2.6,2.7,2.6,New Hampshire, , 85181
296,2024-02-16,13:53:10,Lisa,Martin,Female,hudsoncassandra@example.net,479-627-45435,Somalia,YES,"Cherry,Orange,Peach,Mango",1.8,1.4,2.2,1.5,2.0,1.7,1.9,2.4,1.8,2.0,7.9,Mississippi, 492 Tammy Road, 
225,2024-02-16,22:32:08,Andrew,Carter,Male,ohouse@example.net,330-032-69457,Yemen,YES,"Cherry,Orange,Blueberry,Pineapple,Grapes",2.0,2.2,2.5,2.5,2.2,2.6,2.5,1.4,2.2,1.2,10.2,Pennsylvania, , 
320,2024-02-27,06:55:09,Edward,Allen,Female,spencer79@example.net,228-700-05557,French Guiana,YES,Strawberry,1.9,2.5,2.1,1.5,2.5,2.7,2.1,2.0,2.2,2.0,2.5,Pennsylvania, , 
447,2024-02-28,00:51:00,Karen,Anderson,Male,crawfordwilliam@example.com,378-908-73504,Belarus,YES,"Pineapple,Cherry,Peach,Strawberry,Mango",1.6,1.8,2.0,2.0,2.4,2.6,2.2,2.5,1.9,1.3,10.400000000000002,Utah, 01117 Audrey Pines Suite 152, 23035
477,2024-03-04,21:25:36,Matthew,Rodriguez,Female,frenchemma@example.org,938-212-09626,Rwanda,YES,"Blueberry,Cherry,Mango,Pineapple",1.4,1.4,2.6,1.6,1.9,2.4,2.6,1.6,1.8,2.5,9.1,Washington, , 19502
306,2024-03-09,05:16:32,Donald,Baker,Female,fwheeler@example.net,153-394-36007,Botswana,YES,"Peach,Strawberry,Orange,Cherry,Grapes",2.7,1.9,2.2,1.4,1.9,1.5,2.0,2.5,1.6,2.5,9.6,Connecticut, 3605 Scott Green Suite 586, 
400,2024-03-14,01:26:23,Sarah,Rodriguez,Female,craiggary@example.org,909-661-35341,Romania,YES,"Grapes,Pineapple",2.2,2.5,2.0,2.4,2.0,2.0,1.8,2.3,2.1,1.4,4.4,Minnesota, , 45909
429,2024-04-02,08:51:16,Jennifer,Anderson,Female,hamptonkayla@example.org,233-459-70564,Mauritius,YES,"Blueberry,Orange",2.6,2.3,1.8,2.2,2.6,2.1,1.9,2.0,2.7,1.7,3.8,Washington, 7101 Garcia Prairie, 72024
201,2024-04-03,11:22:52,Matthew,Roberts,Female,brendaclayton@example.net,290-286-24426,Korea,YES,"Apple,Pineapple",1.8,2.0,2.5,1.8,1.7,1.9,1.5,1.5,1.5,2.5,3.7,Missouri, 248 Bonnie Trail Apt. 786, 52693
106,2024-04-21,17:50:41,James,Walker,Female,millernicholas@example.org,111-394-89057,Nigeria,YES,"Pineapple,Grapes",1.6,2.1,1.6,1.3,1.5,2.3,2.2,1.7,2.3,1.3,3.6,Oregon, 945 Jefferson Oval, 81758
212,2024-04-26,19:59:15,Robert,Perez,Male,wandamack@example.com,397-141-56924,Croatia,YES,"Orange,Strawberry,Cherry,Peach",2.6,1.6,2.2,1.9,2.5,1.4,1.3,1.6,1.5,2.4,8.6,Oregon, 52363 Brandi Drive, 73129
146,2024-04-28,09:41:32,Elizabeth,Campbell,Male,smyers@example.com,654-423-05876,Ukraine,YES,"Cherry,Grapes,Pineapple,Apple",1.8,2.5,2.2,1.5,1.6,2.3,2.4,1.8,2.5,2.0,7.6,Alaska, 9564 Forbes Lane Apt. 537, 
169,2024-05-23,13:04:12,Barbara,Perez,Female,alexanderrichardson@example.net,471-644-50578,Qatar,YES,Blueberry,2.6,1.4,2.0,1.8,2.6,1.5,2.5,2.3,2.3,2.0,2.3,Louisiana, 8164 Ruben Inlet Apt. 715, 
71,2024-05-27,00:43:00,Paul,Martinez,Male,hmckinney@example.com,098-438-54981,Sudan,YES,Cherry,2.4,2.2,2.7,2.6,1.3,1.5,2.0,2.4,1.4,1.7,1.7,Tennessee, 864 Duran Circles Apt. 872, 51031
419,2024-06-06,10:24:59,Patricia,Hill,Female,ujones@example.net,060-544-72024,Iceland,YES,"Blueberry,Grapes,Mango,Apple",2.4,2.6,1.6,2.5,2.3,2.0,1.3,2.2,2.6,1.5,8.4,Arizona, 2772 Ellis Groves Apt. 084, 
136,2024-06-07,12:48:34,Paul,Garcia,Male,zstokes@example.org,256-836-49408,United States of America,YES,Orange,2.5,2.4,2.4,1.4,1.3,1.3,2.3,2.3,2.3,1.3,2.4,Minnesota, 8752 Oliver Wells, 11210
300,2024-06-10,14:08:35,Elizabeth,Perez,Male,nicholasshaw@example.org,104-432-55952,Uzbekistan,YES,"Grapes,Orange",1.4,1.6,1.7,2.1,1.5,2.6,1.4,1.5,1.6,2.3,3.8,New York, 53884 Michelle Locks Apt. 462, 20491
433,2024-06-10,15:48:53,Kevin,King,Female,michelevillanueva@example.net,330-317-45725,Congo,YES,"Pineapple,Cherry,Apple,Peach,Orange",1.6,2.5,2.3,1.8,1.5,1.2,1.6,1.8,2.6,1.7,9.4,Iowa, 1460 French Radial, 
118,2024-06-14,00:32:03,Brian,Thompson,Female,cfoster@example.org,684-818-28519,Palestinian Territory,YES,"Banana,Peach,Orange",1.3,2.3,1.7,2.6,2.0,1.9,2.2,1.2,1.6,2.4,5.6,Oregon, 10548 Felicia Route Apt. 439, 37370
47,2024-06-22,16:14:25,Andrew,Brown,Male,david53@example.com,106-324-29476,Antigua and Barbuda,YES,"Grapes,Strawberry,Blueberry,Cherry,Pineapple",1.4,1.7,1.8,1.3,1.8,1.4,2.4,1.6,2.6,2.3,8.4,Nevada, 14322 Mitchell Forges Apt. 254, 
157,2024-06-26,15:01:04,Barbara,Parker,Female,sethjackson@example.net,353-848-58120,Papua New Guinea,YES,Cherry,2.6,2.5,1.5,1.9,2.4,2.5,2.5,1.2,2.4,1.4,1.4,Illinois, , 25890
219,2024-07-08,16:47:43,Elizabeth,Taylor,Male,zimmermanstacy@example.org,226-119-91419,Saint Barthelemy,YES,"Banana,Strawberry",1.4,2.1,2.0,2.5,1.6,1.4,1.9,2.5,1.3,1.6,3.7,Hawaii, 37678 Holder Turnpike Apt. 710, 
445,2024-07-12,16:10:44,Joshua,Hall,Male,byrdkerri@example.net,081-752-04664,Bosnia and Herzegovina,YES,"Mango,Grapes,Blueberry,Strawberry",1.4,1.7,2.1,2.6,2.1,1.9,2.2,2.3,1.7,2.6,9.2,West Virginia, , 24808
295,2024-07-13,15:25:58,Sandra,Thompson,Female,andersonjohn@example.org,430-884-07453,Ukraine,YES,"Apple,Orange,Mango,Pineapple,Blueberry",2.2,2.5,1.7,2.1,1.2,2.5,1.3,1.4,2.5,1.3,9.1,North Dakota, 61913 Mathews Port, 07747
20,2024-08-16,21:52:05,Jennifer,King,Male,phicks@example.com,302-347-81127,Palestinian Territory,YES,"Peach,Orange",2.0,2.5,2.3,2.1,1.4,2.7,2.5,2.0,1.9,1.7,4.199999999999999,Tennessee, , 98804
381,2024-09-08,15:42:53,Barbara,Johnson,Male,asmith@example.com,825-107-89343,Hungary,YES,"Grapes,Strawberry,Cherry",2.4,1.6,2.0,1.3,2.1,1.4,2.0,1.6,2.5,2.6,6.0,Montana, 7565 Angela Walk Apt. 476, 
350,2024-09-15,01:27:09,Christopher,Carter,Female,egarcia@example.com,792-833-49230,Antarctica (the territory South of 60 deg S),YES,"Banana,Grapes,Strawberry,Pineapple",2.3,2.5,1.2,1.3,1.3,2.5,2.6,2.3,1.6,2.1,7.6,Kansas, , 91387
385,2024-09-16,02:14:13,Deborah,Scott,Female,clarkejennifer@example.org,562-853-54223,Pakistan,YES,"Blueberry,Mango,Apple,Cherry",2.3,2.2,1.9,2.0,2.5,1.7,1.3,1.2,1.8,1.9,6.699999999999999,Alaska, 142 Dustin Skyway, 07183
181,2024-09-17,15:39:35,Daniel,Mitchell,Female,zrosales@example.com,277-820-22202,Chad,YES,Orange,1.5,1.4,2.1,1.8,1.6,1.8,2.2,2.6,1.8,1.6,2.1,Wisconsin, , 
