Customer ID,Date,Time,First Name,Last Name,Gender,Gmail Address,Phone Number,Country,Address,Contact Later,Fruits,Apple,Banana,Orange,Grapes,Strawberry,Pineapple,Mango,Blueberry,Peach,Cherry,Total
CusID- 93,"29 Dec, 2024",13:46:56,Matthew,|Hernandez,Female,alyssablack@example.org,02|8217|02531,Myanmar,"Arkansas, 785 Harris Bypass, 68019",Y,"Blueberry,Pineapple,Apple,Strawberry",2.1,1.4,2.2,2.5,2.0,2.1,2.2,2.0,1.2,1.7,8.2
CusID- 93,"29 Dec, 2024",13:46:56,Matthew,|Hernandez,Female,alyssablack@example.org,02|8217|02531,Myanmar,"Arkansas, 785 Harris Bypass, 68019",Y,"Blueberry,Pineapple,Apple,Strawberry",2.1,1.4,2.2,2.5,2.0,2.1,2.2,2.0,1.2,1.7,8.2
CusID- 94,"19 Oct, 2022",15:10:23,Jessica,Anderson,F,rgonzalez@example.org,1|399186|3069,Costa Rica,"Florida, 26709 Hunter Common Apt. 324, 28858",no,"Orange,Apple",2.2,1.9,1.4,1.4,2.0,2.2,1.9,1.6,2.3,1.7,3.6
CusID- 95,"25 May, 2024",20:03:16,George,Jackson,f,figueroajennifer@example.net,039915\0|3287,Libyan Arab Jamahiriya,"Montana, , 07206",n,Strawberry,2.5,1.7,1.5,1.7,1.6,1.5,1.7,1.9,2.1,1.7,1.6
CusID- 95,"25 May, 2024",20:03:16,George,Jackson,f,figueroajennifer@example.net,039915\0|3287,Libyan Arab Jamahiriya,"Montana, , 07206",n,Strawberry,2.5,1.7,1.5,1.7,1.6,1.5,1.7,1.9,2.1,1.7,1.6
CusID- 96,"06 Oct, 2023",05:40:29,Christopher,Parker,m,martin99@example.org,74130|609\144,Holy See (Vatican City State),"New Mexico, , ",yes,"Mango,Cherry,Strawberry,Apple",2.4,2.5,2.3,1.9,2.4,2.7,2.3,1.7,2.1,1.6,8.7
CusID- 96,"06 Oct, 2023",05:40:29,Christopher,Parker,m,martin99@example.org,74130|609\144,Holy See (Vatican City State),"New Mexico, , ",yes,"Mango,Cherry,Strawberry,Apple",2.4,2.5,2.3,1.9,2.4,2.7,2.3,1.7,2.1,1.6,8.7
CusID- 97,"29 Mar, 2023",19:41:23,Jennifer,Mitchell,M,alexander38@example.com,48662241|2-94,Togo,"New Mexico, 0239 Jessica Pike, 10152",N,"Pineapple,Orange,Peach",1.4,1.6,1.4,2.0,2.5,1.7,1.9,2.4,2.5,1.8,5.6
CusID- 97,"29 Mar, 2023",19:41:23,Jennifer,Mitchell,M,alexander38@example.com,48662241|2-94,Togo,"New Mexico, 0239 Jessica Pike, 10152",N,"Pineapple,Orange,Peach",1.4,1.6,1.4,2.0,2.5,1.7,1.9,2.4,2.5,1.8,5.6
98,"25 Feb, 2024",21:23:26,Donna,Perez,Female,mark24@example.org,4655-21267-40,Jersey,"North Carolina, 2207 Christopher Vista, 87215",N,"Cherry,Banana,Peach,Orange",2.0,2.7,1.4,2.5,2.2,2.6,1.6,1.6,1.6,1.6,7.300000000000001
99,"30 Oct, 2023",09:53:30,Matthew,_Moore,Male,tmckinney@example.com,7721|-4875751,New Caledonia,"North Carolina, , 75495",no,Mango,1.5,2.6,2.3,1.4,1.4,1.5,1.4,1.7,2.1,1.4,1.4
100,"16 Apr, 2022",04:43:54,Brian,Mitchell,Male,kristina95@example.org,537\325047\79,Sweden,"Washington, 6046 Hall Gateway, 10557",N,"Pineapple,Banana,Mango,Apple",1.7,2.2,2.6,2.2,2.4,1.4,1.2,1.9,1.7,2.0,6.5
100,"16 Apr, 2022",04:43:54,Brian,Mitchell,Male,kristina95@example.org,537\325047\79,Sweden,"Washington, 6046 Hall Gateway, 10557",N,"Pineapple,Banana,Mango,Apple",1.7,2.2,2.6,2.2,2.4,1.4,1.2,1.9,1.7,2.0,6.5
101,"03 Apr, 2022",07:02:11,Donna,...Thomas,Female,logan92@example.com,4103414-35\74,Honduras,"Arizona, 08518 Miller Mills Apt. 141, 23401",y,"Orange,Mango,Peach",1.9,1.6,2.4,2.7,2.1,1.8,2.1,2.6,2.5,2.5,7.0
CusID- 102,"08 Dec, 2022",19:28:23,Dorothy,...Wright,Female,johnsoncynthia@example.org,148\7\5491075,Guam,"North Dakota, , 33648",no,"Pineapple,Peach,Grapes,Blueberry",1.6,2.6,1.4,1.6,1.8,2.4,1.4,1.6,1.2,1.8,6.799999999999999
CusID- 103,"22 Feb, 2023",02:22:35,Paul,Miller,Female,alexanderwade@example.com,1649376-32-89,Venezuela,"South Dakota, , ",n,"Cherry,Peach,Strawberry",1.5,1.5,2.0,2.1,2.1,1.6,1.5,2.2,1.3,1.4,4.800000000000001
104,"27 Dec, 2021",01:05:36,Donna,\Martin,m,lynn79@example.net,16725717-\772,Maldives,"New Hampshire, 1837 Martin Avenue Apt. 465, 57513",Y,"Strawberry,Grapes,Cherry,Apple,Blueberry",2.4,1.9,2.1,2.1,1.9,1.6,2.1,2.0,1.6,1.4,9.8
CusID- 105,"15 May, 2023",20:48:32,Linda,...Wright,Female,smathis@example.com,1|9\574320465,Sudan,"South Carolina, 341 Nichole Alley, ",Y,"Apple,Blueberry,Orange",2.5,1.7,2.0,2.1,2.1,2.7,2.0,1.7,2.3,1.8,6.2
106,"21 Apr, 2024",17:50:41,James,...Walker,Female,millernicholas@example.org,1-113\9489057,Nigeria,"Oregon, 945 Jefferson Oval, 81758",y,"Pineapple,Grapes",1.6,2.1,1.6,1.3,1.5,2.3,2.2,1.7,2.3,1.3,3.5999999999999996
CusID- 107,"19 May, 2024",11:48:01,Sarah,Brown,Female,suzannecollins@example.com,562411\245|66,Slovakia (Slovak Republic),"Rhode Island, 3635 Lowe Cliff Suite 318, 57791",n,"Orange,Cherry",2.4,1.4,1.4,1.3,1.5,2.3,2.2,2.1,2.2,2.2,3.6
108,"13 May, 2022",19:10:31,Lisa,Martin,Female,stevenmoore@example.org,948-7-5644440,Lebanon,"Massachusetts, , ",no,Peach,1.5,1.6,2.4,1.3,2.6,2.2,1.6,2.4,2.6,1.3,2.6
109,"08 Jun, 2021",09:49:09,Kenneth,Collins,Female,kyle10@example.net,6608-40085\95,Croatia,"Vermont, 6058 Long Streets Suite 080, ",N,"Orange,Apple",1.6,1.4,1.4,1.9,1.8,1.7,1.2,1.8,2.3,1.7,3.0
CusID- 110,"20 May, 2022",21:49:05,Patricia,\Brown,f,mrodriguez@example.net,50||932407036,Saint Kitts and Nevis,"Florida, , 30282",Y,"Banana,Cherry,Orange,Blueberry,Apple",1.6,1.5,1.7,2.2,1.3,1.4,2.7,2.1,2.1,1.8,8.7
CusID- 111,"28 Nov, 2023",22:08:11,Donna,Wright,M,thomasmann@example.com,62|61-3106523,Palestinian Territory,"West Virginia, 270 Taylor Wall Suite 680, 69598",yes,"Orange,Cherry,Banana,Grapes",1.4,2.5,1.8,2.6,2.1,2.5,1.7,1.3,2.2,1.5,8.4
112,"20 Feb, 2024",01:22:43,Patricia,Perez,m,mary14@example.com,056\812098|29,Christmas Island,"Nebraska, 5514 Daniel Ports, 54849",N,"Apple,Peach",2.1,1.6,1.8,1.7,1.8,1.6,1.4,2.1,2.4,2.6,4.5
113,"03 Apr, 2021",06:35:09,Kimberly,Miller,F,lmoore@example.net,8594|-3591368,Samoa,"Hawaii, 0169 Kelly Stream Suite 626, ",n,"Orange,Strawberry,Apple,Peach",1.5,1.8,1.3,1.3,2.3,1.5,2.0,1.5,2.7,1.8,7.8
114,"22 Mar, 2021",22:14:05,Dorothy,Wright,Female,qmartin@example.com,7|\6828829022,Turkey,"Arizona, 130 Marie Spurs Suite 735, 90877",n,Orange,1.6,2.3,2.1,1.3,2.6,2.3,2.0,2.0,2.3,2.1,2.1
115,"08 Apr, 2023",15:31:06,Margaret,|Young,f,scott92@example.com,25|0438-76591,Norway,"Arkansas, 3425 Watson Center Apt. 417, ",n,"Apple,Peach,Orange,Strawberry",2.3,1.4,2.5,2.0,2.3,2.0,1.4,1.7,2.3,2.2,9.399999999999999
116,"12 Sep, 2024",15:45:02,Thomas,Gonzalez,Female,halebrittany@example.com,51|99\8279531,Cuba,"Rhode Island, 47425 Cabrera Mountain Suite 246, 77373",n,"Mango,Strawberry,Banana,Orange,Apple",2.6,1.5,1.2,1.5,2.4,1.6,2.5,1.8,2.6,1.5,10.200000000000001
CusID- 117,"27 Sep, 2021",10:29:17,Lisa,|Baker,f,ericspencer@example.org,2372|52871\08,American Samoa,"Vermont, 4917 Cruz Street, 88059",y,Pineapple,2.2,1.4,1.9,2.4,1.7,1.9,1.8,1.8,2.5,2.4,1.9
CusID- 118,"14 Jun, 2024",00:32:03,Brian,Thompson,f,cfoster@example.org,68|481828|519,Palestinian Territory,"Oregon, 10548 Felicia Route Apt. 439, 37370",y,"Banana,Peach,Orange",1.3,2.3,1.7,2.6,2.0,1.9,2.2,1.2,1.6,2.4,5.6
CusID- 119,"19 Oct, 2022",05:32:19,Elizabeth,Adams,f,sheila56@example.com,919030-77-393,Namibia,"Nebraska, 974 Christopher Roads, ",yes,"Apple,Mango,Orange",2.5,2.3,2.7,2.4,2.3,1.4,1.9,2.3,1.9,1.8,7.1000000000000005
CusID- 120,"23 Nov, 2023",09:00:54,Joseph,\Smith,Male,anthony26@example.org,2708\7-412754,Norway,"Kansas, , 83109",n,"Mango,Blueberry,Grapes,Peach,Strawberry",1.3,1.4,1.3,2.4,2.3,1.4,2.4,1.8,1.9,1.6,10.8
CusID- 121,"29 Nov, 2021",18:17:07,Michael,Taylor,m,kyletaylor@example.org,012\3243\5574,Timor-Leste,"Arkansas, 01482 Amanda Island Apt. 457, 90122",Y,"Cherry,Peach,Banana,Strawberry",2.4,2.4,2.0,2.0,2.0,1.7,1.4,1.9,1.2,1.4,7.0
122,"27 Jan, 2022",18:08:10,Mark,Evans,Female,victoriaroach@example.com,9-0\798733278,Finland,"Louisiana, 86068 Tyler Hill, 83992",no,"Pineapple,Banana,Peach,Apple",1.5,2.3,1.9,1.7,2.2,2.5,1.8,2.1,2.5,1.6,8.8
CusID- 123,"30 Mar, 2022",09:57:09,William,|Mitchell,f,omcclain@example.net,5312-60-25428,Papua New Guinea,"Mississippi, 379 John Bridge, 73012",y,"Banana,Peach",1.9,1.8,1.5,1.4,1.6,2.6,1.9,1.2,2.0,2.6,3.8
CusID- 124,"21 Sep, 2024",00:44:52,Betty,_Mitchell,f,vegadanielle@example.org,204|65387|043,Cote d'Ivoire,"Oklahoma, , 30179",N,"Peach,Blueberry",1.9,2.1,1.6,2.6,1.5,2.3,2.6,1.6,2.2,1.9,3.8000000000000003
CusID- 125,"27 Jan, 2021",15:14:43,Richard,Martinez,F,kristin09@example.org,71|\772282796,Kuwait,"Alaska, 843 Sherry Lane, 82136",Y,"Cherry,Strawberry,Mango,Peach",1.4,1.8,2.0,2.3,2.6,2.5,1.3,1.6,2.4,1.9,8.2
CusID- 126,"25 Nov, 2021",20:17:10,Michelle,\Lee,Male,jessica49@example.net,3-24313\58649,Mauritania,"Vermont, , ",yes,"Pineapple,Peach,Mango",2.1,2.0,1.2,2.4,2.5,1.8,1.8,2.1,1.3,2.2,4.9
CusID- 127,"15 Feb, 2022",18:16:28,Mark,|Adams,M,mmcconnell@example.org,99-1221812|79,Djibouti,"Arkansas, 92803 Timothy Row, 91653",no,"Pineapple,Peach,Grapes",2.4,1.9,1.6,2.7,1.8,1.8,2.3,2.1,2.4,2.1,6.9
CusID- 128,"01 Dec, 2024",04:27:25,Edward,Carter,Female,jasmine93@example.net,592-5471|6191,Nicaragua,"Texas, 879 John Knoll Suite 869, 63548",n,"Apple,Strawberry,Mango,Grapes",1.2,1.9,1.3,1.9,1.4,1.4,1.9,1.5,2.6,2.5,6.4
129,"28 Jul, 2023",19:46:26,Jessica,|Scott,F,bethjohnson@example.org,6526\2-170659,Benin,"Illinois, 734 Carolyn Parkway, 45316",N,"Strawberry,Apple,Peach",1.2,1.9,1.3,1.2,2.3,2.4,1.3,1.2,1.5,1.2,5.0
130,"11 Feb, 2022",02:00:47,Amanda,\Martin,m,lmarsh@example.org,2\63039175\47,Isle of Man,"Tennessee, , 10870",Y,"Peach,Banana,Grapes,Mango",1.8,2.0,2.1,2.6,1.4,2.5,1.5,1.9,1.6,2.4,7.7
CusID- 131,"09 Mar, 2021",17:54:49,George,...Collins,Female,phillipsrobert@example.net,4-7\949029081,Korea,"Louisiana, 5905 Lane Land Suite 235, 74027",yes,"Cherry,Peach,Strawberry,Banana",2.6,1.7,1.2,2.0,2.1,1.4,2.6,1.5,1.4,1.4,6.6000000000000005
CusID- 131,"09 Mar, 2021",17:54:49,George,...Collins,Female,phillipsrobert@example.net,4-7\949029081,Korea,"Louisiana, 5905 Lane Land Suite 235, 74027",yes,"Cherry,Peach,Strawberry,Banana",2.6,1.7,1.2,2.0,2.1,1.4,2.6,1.5,1.4,1.4,6.6000000000000005
CusID- 132,"15 Nov, 2022",09:27:58,Nancy,Miller,Female,heatherrhodes@example.net,07306||385615,Samoa,"North Carolina, , 70263",Y,"Pineapple,Orange,Strawberry",2.1,2.6,1.9,2.1,1.2,2.4,1.9,2.2,2.0,1.2,5.5
133,"27 May, 2021",00:44:15,Karen,...Jackson,Male,omunoz@example.net,8\6330\726158,Djibouti,"Texas, 5594 Hernandez Walks, 75549",n,"Banana,Pineapple,Cherry",1.9,1.7,2.6,1.3,2.3,2.1,1.8,1.9,1.8,1.9,5.699999999999999
134,"10 Oct, 2022",03:17:39,Mark,|Hill,Male,michael54@example.net,985\-90524707,Rwanda,"Idaho, , 48933",N,"Orange,Pineapple",2.2,2.1,1.8,1.5,2.5,1.9,1.5,2.4,2.0,1.3,3.7
CusID- 135,"23 Dec, 2024",17:20:05,Barbara,_Taylor,Female,ldavis@example.net,53280\3-30632,Aruba,"South Dakota, 37915 Craig Fork Apt. 042, 95984",n,"Orange,Cherry,Blueberry",1.8,1.2,1.3,2.5,2.6,1.4,1.6,1.6,2.7,2.1,5.0
CusID- 136,"07 Jun, 2024",12:48:34,Paul,\Garcia,Male,zstokes@example.org,2||5683649408,United States of America,"Minnesota, 8752 Oliver Wells, 11210",Y,Orange,2.5,2.4,2.4,1.4,1.3,1.3,2.3,2.3,2.3,1.3,2.4
CusID- 137,"09 Mar, 2023",16:58:52,Donald,\Robinson,m,kirkoconnor@example.net,83514208--929,Suriname,"Colorado, 82605 Garza Station Suite 189, ",y,"Banana,Cherry,Apple,Peach",1.7,2.5,2.6,2.4,2.2,2.4,2.5,1.8,1.5,1.4,7.1
138,"02 Jan, 2024",19:20:50,Donald,Edwards,F,williamortiz@example.org,629-9\4135944,Aruba,"Rhode Island, 721 Mario Mall Suite 962, 72914",no,"Pineapple,Peach,Grapes,Orange",2.2,1.3,2.2,2.5,2.5,2.0,2.4,1.7,1.7,2.3,8.4
CusID- 139,"29 Aug, 2024",20:20:50,William,Perez,Male,clarkrichard@example.net,239911\|86506,Montserrat,"Nebraska, 80534 Bell Gateway, 64102",n,"Cherry,Blueberry,Pineapple,Grapes,Apple",1.4,2.2,2.4,2.4,2.2,2.0,1.8,2.4,1.6,1.5,9.700000000000001
CusID- 140,"10 Aug, 2022",04:39:36,Michael,|Smith,F,timothy12@example.org,334633585--02,Svalbard & Jan Mayen Islands,"Ohio, , 12385",n,"Cherry,Blueberry,Mango,Orange,Strawberry",2.4,2.0,2.4,2.3,1.4,2.3,2.3,2.5,2.3,2.1,10.7
141,"23 Sep, 2023",07:54:07,Brian,\Rodriguez,f,odavis@example.org,4|\4756062350,Greece,"North Dakota, 5006 Jared Park Suite 624, 73164",Y,"Banana,Strawberry",1.9,1.4,2.4,1.4,1.6,2.3,1.8,1.4,2.6,2.2,3.0
CusID- 142,"21 Apr, 2022",16:44:49,Jennifer,Jackson,f,feliciapayne@example.org,1|67983-84604,Antarctica (the territory South of 60 deg S),"Louisiana, 32204 Douglas Trafficway, 70116",y,Banana,1.6,1.5,2.3,1.8,2.1,1.3,1.4,2.4,2.3,2.7,1.5
CusID- 142,"21 Apr, 2022",16:44:49,Jennifer,Jackson,f,feliciapayne@example.org,1|67983-84604,Antarctica (the territory South of 60 deg S),"Louisiana, 32204 Douglas Trafficway, 70116",y,Banana,1.6,1.5,2.3,1.8,2.1,1.3,1.4,2.4,2.3,2.7,1.5
143,"10 Dec, 2023",15:54:35,James,_Young,Male,briggs@example.com,648\64781|473,Monaco,"Nebraska, 714 William Drives Suite 212, 43371",Y,"Blueberry,Banana,Strawberry,Apple,Peach",1.4,2.7,1.4,1.8,1.4,1.5,1.3,2.0,2.3,2.7,9.8
144,"13 May, 2024",06:15:17,John,|Jones,F,pmarquez@example.org,2220721-|8314,Mozambique,"Texas, , ",n,"Orange,Grapes,Blueberry,Cherry,Strawberry",2.7,2.7,2.4,1.7,1.2,2.7,1.2,1.6,2.7,2.0,8.899999999999999
144,"13 May, 2024",06:15:17,John,|Jones,F,pmarquez@example.org,2220721-|8314,Mozambique,"Texas, , ",n,"Orange,Grapes,Blueberry,Cherry,Strawberry",2.7,2.7,2.4,1.7,1.2,2.7,1.2,1.6,2.7,2.0,8.899999999999999
CusID- 145,"28 Nov, 2024",15:45:05,Karen,White,m,huntsue@example.net,16250\91|3812,Tuvalu,"Michigan, 35787 Richard Center, 48494",Y,"Apple,Pineapple,Grapes",2.3,1.8,1.8,2.0,2.1,1.8,2.6,1.2,2.3,1.4,6.1
146,"28 Apr, 2024",09:41:32,Elizabeth,|Campbell,Male,smyers@example.com,65442-305|876,Ukraine,"Alaska, 9564 Forbes Lane Apt. 537, ",yes,"Cherry,Grapes,Pineapple,Apple",1.8,2.5,2.2,1.5,1.6,2.3,2.4,1.8,2.5,2.0,7.6
147,"10 May, 2021",08:10:18,Ashley,\Williams,Female,diane33@example.org,854-644\88346,Saudi Arabia,"Colorado, 211 Hannah Gardens Suite 001, ",yes,"Apple,Strawberry,Mango",2.0,1.9,1.2,1.7,1.7,1.5,1.2,1.6,1.5,1.3,4.9
148,"11 Jun, 2022",10:09:08,Kevin,Perez,m,warrencharles@example.org,7-63|16990435,Liechtenstein,"Delaware, 882 Brian Mountains, 52791",Y,"Orange,Blueberry,Pineapple,Grapes,Apple",1.9,2.3,1.9,2.3,2.5,1.7,1.5,2.6,1.9,1.4,10.4
CusID- 149,"07 Oct, 2023",21:36:08,John,Lewis,Female,meghanjacobs@example.com,8\40819\76534,Colombia,"North Dakota, , 61767",y,"Orange,Strawberry,Banana,Pineapple,Apple",2.0,2.1,2.3,2.6,1.9,2.4,1.8,2.4,1.6,1.3,10.7
150,"31 Jan, 2021",23:19:41,Emily,Thomas,M,zlopez@example.org,550844|-02744,Zambia,"Idaho, 1602 Aaron Mountains Apt. 876, 69858",no,"Apple,Blueberry,Strawberry",2.7,1.8,2.5,2.6,2.3,2.4,2.4,1.8,2.2,1.6,6.8
151,"09 Oct, 2024",12:06:10,Kenneth,_Phillips,f,karen15@example.net,41114-90-3980,Taiwan,"Maryland, 5181 Julian Overpass, ",yes,"Grapes,Cherry,Pineapple,Blueberry,Apple",2.6,2.5,1.9,1.6,1.5,1.9,1.2,1.5,2.0,2.0,9.6
CusID- 152,"01 Jan, 2023",19:05:37,Barbara,White,M,cherylelliott@example.org,0|59311815-83,Costa Rica,"Alabama, , 19584",N,"Cherry,Grapes,Blueberry,Strawberry",2.7,1.4,2.4,1.7,1.2,1.4,2.1,2.3,2.3,1.4,6.6
153,"07 Nov, 2022",15:59:03,Kevin,Parker,M,gonzalezeileen@example.org,06079422\6-50,Qatar,"Arkansas, , ",yes,Strawberry,2.3,2.3,1.8,2.1,2.2,2.2,2.4,1.5,1.6,2.5,2.2
153,"07 Nov, 2022",15:59:03,Kevin,Parker,M,gonzalezeileen@example.org,06079422\6-50,Qatar,"Arkansas, , ",yes,Strawberry,2.3,2.3,1.8,2.1,2.2,2.2,2.4,1.5,1.6,2.5,2.2
CusID- 154,"23 Aug, 2022",01:55:07,Kevin,\Smith,Male,glenntaylor@example.net,4-5126052\830,India,"Vermont, 3704 Singh Path Apt. 673, 55306",y,"Apple,Pineapple,Strawberry,Cherry,Peach",1.6,2.5,1.9,2.3,1.9,2.2,2.4,1.7,1.5,1.4,8.6
155,"17 Aug, 2022",00:16:43,Matthew,...Smith,Female,ugomez@example.net,4101-582\3283,Svalbard & Jan Mayen Islands,"California, , 36097",Y,"Strawberry,Grapes,Banana,Orange",2.5,2.3,1.9,2.4,2.0,1.3,2.3,2.4,1.4,2.2,8.6
156,"14 Mar, 2023",00:18:36,Emily,_Walker,Female,vrodriguez@example.com,7\50034|12356,Slovakia (Slovak Republic),"Montana, 3219 Kristin Village Apt. 483, ",n,Cherry,1.3,2.4,1.9,2.4,1.5,1.5,1.3,1.3,1.4,2.3,2.3
156,"14 Mar, 2023",00:18:36,Emily,_Walker,Female,vrodriguez@example.com,7\50034|12356,Slovakia (Slovak Republic),"Montana, 3219 Kristin Village Apt. 483, ",n,Cherry,1.3,2.4,1.9,2.4,1.5,1.5,1.3,1.3,1.4,2.3,2.3
157,"26 Jun, 2024",15:01:04,Barbara,|Parker,F,sethjackson@example.net,3-53-84858120,Papua New Guinea,"Illinois, , 25890",yes,Cherry,2.6,2.5,1.5,1.9,2.4,2.5,2.5,1.2,2.4,1.4,1.4
CusID- 158,"12 Sep, 2022",00:52:57,Matthew,Nelson,F,emily69@example.com,863889|6-0229,Bahamas,"Utah, 35481 Jones Drives Suite 295, 77020",yes,"Orange,Banana,Blueberry,Strawberry",1.9,1.8,1.5,1.2,1.3,1.7,1.2,1.7,2.5,2.5,6.3
CusID- 159,"22 Nov, 2024",19:13:23,Christopher,|Green,Female,greermichael@example.org,560\427\47355,Suriname,"Oregon, 68686 Chapman Meadows, 49388",N,Cherry,1.2,1.3,1.4,1.2,2.6,1.3,1.4,1.2,1.7,2.0,2.0
CusID- 159,"22 Nov, 2024",19:13:23,Christopher,|Green,Female,greermichael@example.org,560\427\47355,Suriname,"Oregon, 68686 Chapman Meadows, 49388",N,Cherry,1.2,1.3,1.4,1.2,2.6,1.3,1.4,1.2,1.7,2.0,2.0
CusID- 160,"21 Aug, 2021",13:32:53,Nancy,Clark,f,amanda63@example.net,9332\\1989240,Liechtenstein,"Maine, 1540 Palmer Avenue, 89036",N,"Strawberry,Pineapple,Blueberry",2.1,2.0,2.5,1.8,2.4,1.8,2.0,2.4,1.5,2.5,6.6
161,"25 May, 2024",12:35:42,Jessica,Thompson,F,francodaniel@example.net,14-629695\151,Andorra,"Minnesota, , ",no,"Apple,Peach,Pineapple",1.4,1.8,1.9,2.6,2.3,2.5,2.3,2.4,2.5,1.9,6.4
162,"07 Jun, 2021",09:40:01,George,|Rodriguez,m,marymiller@example.net,142045|\34586,Chad,"Kentucky, 1611 Darrell Path Suite 572, ",Y,"Apple,Peach,Orange,Grapes,Cherry",1.4,1.2,1.9,1.5,1.9,2.5,2.6,2.7,2.2,1.7,8.7
CusID- 163,"17 Dec, 2024",09:29:41,Edward,King,m,robertsjames@example.net,960||57185099,Niger,"New Mexico, 314 Jason Dam, 84422",n,"Banana,Apple",1.3,2.4,2.4,2.3,2.1,2.5,2.5,2.1,2.0,1.7,3.7
164,"20 Aug, 2021",16:10:17,Brian,Perez,m,gsmith@example.net,779527|95|746,Zambia,"Nevada, , 05859",yes,"Grapes,Strawberry,Orange",2.3,1.3,2.1,1.7,1.5,1.4,2.4,1.7,1.3,2.3,5.300000000000001
CusID- 165,"28 Jun, 2024",14:41:35,Paul,King,M,curtis11@example.org,3621\554\4892,Russian Federation,"Pennsylvania, 25368 Brenda Neck Apt. 722, 94950",N,"Peach,Blueberry",2.6,1.7,1.8,1.3,1.2,1.4,2.4,2.6,2.2,2.4,4.800000000000001
166,"24 Nov, 2022",14:20:34,Matthew,|Carter,f,millerrick@example.org,0|18441\74445,Kiribati,"Tennessee, 74368 Thomas Parks Apt. 829, 35491",n,"Mango,Pineapple",2.3,2.4,1.4,2.3,1.5,2.2,1.8,2.3,1.2,2.5,4.0
167,"24 Mar, 2022",09:52:29,Betty,|Harris,Female,sandrabryant@example.org,429\189\54008,Lao People's Democratic Republic,"Montana, , ",n,"Apple,Peach",2.3,1.2,2.3,2.6,1.7,2.2,2.4,1.4,1.7,2.6,4.0
CusID- 168,"05 Dec, 2023",06:41:43,Paul,\Harris,M,vcole@example.com,41408942|3-48,Mozambique,"New Mexico, 9453 Conley Ports Apt. 905, 62701",y,"Peach,Apple,Grapes,Strawberry,Blueberry",1.4,2.0,2.0,2.4,2.1,1.7,2.6,1.2,1.9,2.4,8.999999999999998
CusID- 169,"23 May, 2024",13:04:12,Barbara,_Perez,f,alexanderrichardson@example.net,4716|445\0578,Qatar,"Louisiana, 8164 Ruben Inlet Apt. 715, ",Y,Blueberry,2.6,1.4,2.0,1.8,2.6,1.5,2.5,2.3,2.3,2.0,2.3
CusID- 170,"07 Oct, 2021",06:47:48,Edward,\Allen,Female,tanner69@example.com,869\290-54516,Antigua and Barbuda,"Florida, 274 Espinoza Forks, 49419",yes,"Orange,Blueberry,Strawberry",2.1,1.4,2.4,1.9,1.8,1.3,1.3,1.5,1.7,2.2,5.7
CusID- 170,"07 Oct, 2021",06:47:48,Edward,\Allen,Female,tanner69@example.com,869\290-54516,Antigua and Barbuda,"Florida, 274 Espinoza Forks, 49419",yes,"Orange,Blueberry,Strawberry",2.1,1.4,2.4,1.9,1.8,1.3,1.3,1.5,1.7,2.2,5.7
171,"27 Dec, 2023",10:35:30,Carol,White,m,kentconrad@example.org,03-7164-13694,Antigua and Barbuda,"New York, , 80229",y,"Apple,Mango,Orange",1.2,2.0,2.1,1.3,2.4,1.9,1.7,2.2,1.3,2.3,5.0
172,"06 May, 2024",04:56:34,Paul,Jones,Male,marktanner@example.net,63\839821-793,Romania,"Rhode Island, 1687 Cline Track, 30534",n,"Banana,Cherry",1.7,1.8,2.6,1.8,2.6,2.3,2.2,1.8,2.0,2.3,4.1
172,"06 May, 2024",04:56:34,Paul,Jones,Male,marktanner@example.net,63\839821-793,Romania,"Rhode Island, 1687 Cline Track, 30534",n,"Banana,Cherry",1.7,1.8,2.6,1.8,2.6,2.3,2.2,1.8,2.0,2.3,4.1
173,"10 Jan, 2021",23:04:45,Michael,|Gonzalez,f,oblair@example.org,562258\006-42,Malaysia,"Tennessee, 39119 Mason Square, 60489",N,"Mango,Apple,Banana",2.0,2.3,2.4,2.3,2.2,1.9,1.5,2.2,2.4,1.4,5.8
CusID- 174,"24 Nov, 2024",10:48:35,Daniel,Lewis,f,nhoward@example.org,49|417377\032,Lithuania,"Illinois, , ",yes,"Strawberry,Pineapple",2.3,1.5,2.3,2.5,2.2,2.5,2.7,2.4,1.6,2.0,4.7
CusID- 175,"07 Mar, 2022",11:10:23,Lisa,Anderson,Female,xcherry@example.org,417|8|3731107,Mauritius,"Maryland, 369 Mckenzie Well Apt. 651, 26793",Y,Peach,2.1,2.3,2.2,1.3,1.3,1.5,2.6,1.3,2.1,2.3,2.1
176,"15 Sep, 2022",12:23:02,Margaret,\Brown,f,henrymartin@example.org,1750-753\0852,Jersey,"California, 07168 Kara Extensions Apt. 858, 22861",N,"Blueberry,Pineapple",1.4,2.2,2.4,1.7,1.3,2.0,1.3,2.7,2.1,1.4,4.7
CusID- 177,"13 Sep, 2023",15:31:40,Mark,Roberts,M,stephen01@example.com,8303||9290355,Paraguay,"Washington, , 96306",y,"Blueberry,Mango,Peach,Grapes,Banana",2.2,2.6,2.4,1.6,1.5,2.3,1.9,1.3,2.2,2.3,9.6
CusID- 177,"13 Sep, 2023",15:31:40,Mark,Roberts,M,stephen01@example.com,8303||9290355,Paraguay,"Washington, , 96306",y,"Blueberry,Mango,Peach,Grapes,Banana",2.2,2.6,2.4,1.6,1.5,2.3,1.9,1.3,2.2,2.3,9.6
